"","","","","","","","1","","",""
"2269","cds-hnc-w","1","120","54","ll","-17.9869469301102","0.655958016230327","182.938537270447","237.738793061771","mt"
"2270","cds-hnc-w","1","120","54","ll","-18.5917306140252","0.532282404965994","225.444235767415","237.738793061771","mt"
"2271","mmds-MS","1","120","55","11.228675053036","-16.457350106072","0.415617917576859","288.726724534942","237.738793061771","2"
"2272","cds-hnc","1","120","55","ll","-11.2399686338576","0.706556988390917","169.837680430113","237.738793061771","mt"
"2273","cds-hnc","1","120","55","ll","-14.3533033715218","0.516206562498421","232.465080294997","237.738793061771","mt"
"2274","cds-hnc-w","1","120","55","ll","-11.2399686338576","0.706556988390917","169.837680430113","237.738793061771","mt"
"2275","cds-hnc-w","1","120","55","ll","-14.3533033715218","0.516206562498421","232.465080294997","237.738793061771","mt"
"2276","mmds-MS","1","120","56","18.937504565324","-35.8750091306481","0.566190231628467","211.942900630514","237.738793061771","1"
"2277","cds-hnc","1","120","56","ll","-35.8750091306438","0.566190143634727","211.942933569358","237.738793061771","mt"
"2278","cds-hnc","1","120","56","ll","-35.1517424431229","0.494512044802368","242.663452308746","237.738793061771","mt"
"2279","cds-hnc-w","1","120","56","ll","-35.8750091306438","0.566190143634727","211.942933569358","237.738793061771","mt"
"2280","cds-hnc-w","1","120","56","ll","-35.1517424431229","0.494512044802368","242.663452308746","237.738793061771","mt"
"2281","mmds-MS","1","120","57","14.9069908261806","-27.8139816523611","0.601374027076063","199.54303743953","237.738793061771","1"
"2282","cds-hnc","1","120","57","ll","-27.8139816523577","0.601373943756193","199.543065086056","237.738793061771","mt"
"2283","cds-hnc","1","120","57","ll","-28.3013139351984","0.52537800470286","228.406973504475","237.738793061771","mt"
"2284","cds-hnc-w","1","120","57","ll","-27.8139816523577","0.601373943756193","199.543065086056","237.738793061771","mt"
"2285","cds-hnc-w","1","120","57","ll","-28.3013139351984","0.52537800470286","228.406973504475","237.738793061771","mt"
"2286","mmds-MS","1","120","58","9.90780437892868","-17.8156087578574","0.65707441380471","182.627716859578","237.738793061771","1"
"2287","cds-hnc","1","120","58","ll","-17.8156087578573","0.657074413012098","182.627717079877","237.738793061771","mt"
"2288","cds-hnc","1","120","58","ll","-15.3059120657035","0.577415025350517","207.822787304772","237.738793061771","mt"
"2289","cds-hnc-w","1","120","58","ll","-17.8156087578573","0.657074413012098","182.627717079877","237.738793061771","mt"
"2290","cds-hnc-w","1","120","58","ll","-15.3059120657035","0.577415025350517","207.822787304772","237.738793061771","mt"
"2291","mmds-MS","1","120","59","12.7394412598456","-19.4788825196911","0.433572056465609","276.77060412568","237.738793061771","2"
"2292","cds-hnc","1","120","59",NA,NA,NA,NA,NA,NA
"2293","cds-hnc","1","120","59","ll","-14.3151508923058","0.490081472863154","244.857246487887","237.738793061771","mt"
"2294","cds-hnc-w","1","120","59","ll","-3.55440651448656","0.680637678522906","176.305255771939","237.738793061771","mt"
"2295","cds-hnc-w","1","120","59","ll","-14.3151508923058","0.490081472863154","244.857246487887","237.738793061771","mt"
"2296","mmds-MS","1","120","60","7.48795845766923","-8.97591691533846","0.554031706806635","216.594101972366","237.738793061771","2"
"2297","cds-hnc","1","120","60","ll","-5.38543501142238","0.736155047033779","163.009138473642","237.738793061771","mt"
"2298","cds-hrp","1","120","60",NA,NA,NA,NA,NA,NA
"2299","cds-hnc-w","1","120","60","ll","-5.38912343487401","0.736150318198591","163.010185601289","237.738793061771","mt"
"2300","cds-hrp-w","1","120","60",NA,NA,NA,NA,NA,NA
"2301","mmds-MS","1","120","61","10.3424833251188","-18.6849666502376","0.651481916571712","184.195442647856","237.738793061771","1"
"2302","cds-hnc","1","120","61","ll","-18.6849666502376","0.651481909088114","184.195444763716","237.738793061771","mt"
"2303","cds-hnc","1","120","61","ll","-19.8111496317709","0.540651276988548","221.954529855927","237.738793061771","mt"
"2304","cds-hnc-w","1","120","61","ll","-18.6849666502376","0.651481909088114","184.195444763716","237.738793061771","mt"
"2305","cds-hnc-w","1","120","61","ll","-19.8111496317709","0.540651276988548","221.954529855927","237.738793061771","mt"
"2306","mmds-MS","1","120","62","24.3854326951979","-46.7708653903959","0.527004749609786","227.701932646437","237.738793061771","1"
"2307","cds-hnc","1","120","62","ll","-46.7708653903958","0.52700474984876","227.701932543184","237.738793061771","mt"
"2308","cds-hnc","1","120","62","ll","-45.0511593851723","0.475884638878247","252.161953121377","237.738793061771","mt"
"2309","cds-hnc-w","1","120","62","ll","-46.7708653903958","0.52700474984876","227.701932543184","237.738793061771","mt"
"2310","cds-hnc-w","1","120","62","ll","-45.0511593903236","0.475883918476605","252.162334848681","237.738793061771","mt"
"2311","mmds-MS","1","120","63","15.198861478345","-24.3977229566899","0.513444786965194","233.715490051581","237.738793061771","2"
"2312","cds-hnc","1","120","63","ll","-23.498035239263","0.62335136601061","192.507799843271","237.738793061771","mt"
"2313","cds-hnc","1","120","63","ll","-25.6186258292168","0.505811738588006","237.242418167251","237.738793061771","mt"
"2314","cds-hnc-w","1","120","63","ll","-23.498035239263","0.62335136601061","192.507799843271","237.738793061771","mt"
"2315","cds-hnc-w","1","120","63","ll","-25.6186258292168","0.505811738588006","237.242418167251","237.738793061771","mt"
"2316","mmds-MS","1","120","64","19.0097110272139","-36.0194220544279","0.565615716710863","212.158178167002","237.738793061771","1"
"2317","cds-hnc","1","120","64","ll","-36.0194220544278","0.565615715945106","212.158178454232","237.738793061771","mt"
"2318","cds-hnc","1","120","64","ll","-34.8589806254753","0.548505542195809","218.776276206087","237.738793061771","mt"
"2319","cds-hnc-w","1","120","64","ll","-36.0194220544278","0.565615715945106","212.158178454232","237.738793061771","mt"
"2320","cds-hnc-w","1","120","64","ll","-34.8589806254753","0.548505542195809","218.776276206087","237.738793061771","mt"
"2321","mmds-MS","1","120","65","9.52957247698849","-17.059144953977","0.662090429137174","181.244124245055","237.738793061771","1"
"2322","cds-hnc","1","120","65","ll","-17.0591449539769","0.662090431512886","181.244123594715","237.738793061771","mt"
"2323","cds-hnc","1","120","65","ll","-18.4456314432761","0.557199389054361","215.362763056247","237.738793061771","mt"
"2324","cds-hnc-w","1","120","65","ll","-17.0591449539769","0.662090431512886","181.244123594715","237.738793061771","mt"
"2325","cds-hnc-w","1","120","65","ll","-18.4456314432761","0.557199389054361","215.362763056247","237.738793061771","mt"
"2326","mmds-MS","1","120","66","8.30216398807593","-14.6043279761519","0.679448228852122","176.613897725116","237.738793061771","1"
"2327","cds-hnc","1","120","66","ll","-14.6043279761499","0.679448305970549","176.613877679167","237.738793061771","mt"
"2328","cds-hnc","1","120","66","ll","-13.562868424837","0.768438314849889","156.160875480866","237.738793061771","mt"
"2329","cds-hnc-w","1","120","66","ll","-14.6043279761499","0.679448305970549","176.613877679167","237.738793061771","mt"
"2330","cds-hnc-w","1","120","66","ll","-13.562868424837","0.768438314849889","156.160875480866","237.738793061771","mt"
"2331","mmds-MS","1","120","67","9.67304929834371","-13.3460985966874","0.406960949584385","294.868586586875","237.738793061771","2"
"2332","cds-hnc","1","120","67","ll","-11.3308711267729","0.705763195628279","170.028701897914","237.738793061771","mt"
"2333","cds-hrp","1","120","67",NA,NA,NA,NA,NA,NA
"2334","cds-hnc-w","1","120","67","ll","-11.3308711267729","0.705763195628279","170.028701897914","237.738793061771","mt"
"2335","cds-hnc-w","1","120","67","ll","-11.2147583858044","0.562906834580279","213.179149067315","237.738793061771","mt"
"2336","mmds-MS","1","120","68","9.19323844682243","-16.3864768936449","0.666675617678737","179.99758325919","237.738793061771","1"
"2337","cds-hnc","1","120","68","ll","-16.3864768936426","0.666675541150732","179.997603921198","237.738793061771","mt"
"2338","cds-hnc","1","120","68","ll","-15.0387903682681","0.685059908426989","175.167162059651","237.738793061771","mt"
"2339","cds-hnc-w","1","120","68","ll","-16.3864768936426","0.666675541150732","179.997603921198","237.738793061771","mt"
"2340","cds-hnc-w","1","120","68","ll","-15.0387903682681","0.685059908426989","175.167162059651","237.738793061771","mt"
"2341","mmds-MS","1","120","69","6.32640257675417","-10.6528051535083","0.711779485608761","168.591540535013","237.738793061771","1"
"2342","cds-hnc","1","120","69","ll","-10.6528051535083","0.711779477400709","168.591542479166","237.738793061771","mt"
"2343","cds-hrp","1","120","69",NA,NA,NA,NA,NA,NA
"2344","cds-hnc-w","1","120","69","ll","-10.6528051535083","0.711779477400709","168.591542479166","237.738793061771","mt"
"2345","cds-hrp-w","1","120","69",NA,NA,NA,NA,NA,NA
"2346","mmds-MS","1","120","70","11.514431635316","-17.0288632706319","0.265441690801306","452.076686362825","237.738793061771","2"
"2347","cds-hnc","1","120","70","ll","-13.3869616399365","0.688758126966699","174.226619333672","237.738793061771","mt"
"2348","cds-hnc","1","120","70","ll","-13.1421689532796","0.735448840182683","163.165666248372","237.738793061771","mt"
"2349","cds-hnc-w","1","120","70","ll","-13.3869616399365","0.688758126966699","174.226619333672","237.738793061771","mt"
"2350","cds-hnc-w","1","120","70","ll","-13.1421689532796","0.735448840182683","163.165666248372","237.738793061771","mt"
"2351","mmds-MS","1","120","71","5.43915260981047","-8.87830521962095","0.728676785826985","164.682068008809","237.738793061771","1"
"2352","cds-hnc","1","120","71","ll","-8.87830521962091","0.728676782273667","164.682068811864","237.738793061771","mt"
"2353","cds-hrp","1","120","71",NA,NA,NA,NA,NA,NA
"2354","cds-hnc-w","1","120","71","ll","-8.87830521962091","0.728676782273667","164.682068811864","237.738793061771","mt"
"2355","cds-hrp-w","1","120","71",NA,NA,NA,NA,NA,NA
"2356","mmds-MS","1","120","72","3.96732209632331","-5.93464419264663","0.761506355238424","157.582401216374","237.738793061771","1"
"2357","cds-hnc","1","120","72","ll","-5.9346441926457","0.761506418947175","157.582388032798","237.738793061771","mt"
"2358","cds-hnc","1","120","72","ll","-3.73096893464867","0.835760072602239","143.581877064749","237.738793061771","mt"
"2359","cds-hnc-w","1","120","72","ll","-5.9346441926457","0.761506418947175","157.582388032798","237.738793061771","mt"
"2360","cds-hnc-w","1","120","72","ll","-3.73096893464867","0.835760072602239","143.581877064749","237.738793061771","mt"
"2361","mmds-MS","1","120","73","19.5396882758043","-33.0793765516086","0.365593353629414","328.233538188549","237.738793061771","2"
"2362","cds-hnc","1","120","73","ll","-12.6497780266026","0.674974273341846","177.784553781393","237.738793061771","mt"
"2363","cds-hnc","1","120","73","ll","-28.0005633611289","0.401017897565304","299.23851461133","237.738793061771","mt"
"2364","cds-hnc-w","1","120","73","ll","-12.6570449563268","0.67497529623365","177.784284357661","237.738793061771","mt"
"2365","cds-hnc-w","1","120","73","ll","-28.0005633611289","0.401017897565304","299.23851461133","237.738793061771","mt"
"2366","mmds-MS","1","120","74","16.2948356244012","-26.5896712488025","0.367075595735355","326.908139342815","237.738793061771","2"
"2367","cds-hnc","1","120","74","ll","-24.2159734930768","0.619507857959403","193.702143497046","237.738793061771","mt"
"2368","cds-hnc","1","120","74","ll","-26.353873157027","0.443065254459267","270.840466031245","237.738793061771","mt"
"2369","cds-hnc-w","1","120","74","ll","-24.2159734930768","0.619507857959403","193.702143497046","237.738793061771","mt"
"2370","cds-hnc-w","1","120","74","ll","-26.353873157027","0.443065254459267","270.840466031245","237.738793061771","mt"
"2371","mmds-MS","1","120","75","11.4197108329826","-20.8394216659653","0.638340650585182","187.987401225338","237.738793061771","1"
"2372","cds-hnc","1","120","75","ll","-20.8394216659652","0.638340646486257","187.987402432446","237.738793061771","mt"
"2373","cds-hnc","1","120","75","ll","-17.4931546612783","0.595391908490589","201.547918755259","237.738793061771","mt"
"2374","cds-hnc-w","1","120","75","ll","-20.8394216659652","0.638340646486257","187.987402432446","237.738793061771","mt"
"2375","cds-hnc-w","1","120","75","ll","-17.4931546612783","0.595391908490589","201.547918755259","237.738793061771","mt"
"2376","mmds-MS","1","120","76","13.8640252678733","-25.7280505357466","0.611668224561617","196.184786427322","237.738793061771","1"
"2377","cds-hnc","1","120","76","ll","-25.7280505357465","0.611668220382715","196.184787767651","237.738793061771","mt"
"2378","cds-hnc","1","120","76","ll","-23.3499274026832","0.574750424156141","208.786274801251","237.738793061771","mt"
"2379","cds-hnc-w","1","120","76","ll","-25.7280505357465","0.611668220382715","196.184787767651","237.738793061771","mt"
"2380","cds-hnc-w","1","120","76","ll","-23.3499274026832","0.574750424156141","208.786274801251","237.738793061771","mt"
"2381","mmds-MS","1","120","77","12.3539910396569","-18.7079820793137","0.499337307628081","240.318514492771","237.738793061771","2"
"2382","cds-hnc","1","120","77","ll","-18.2598057068056","0.654194687279939","183.431633324546","237.738793061771","mt"
"2383","cds-hnc","1","120","77","ll","-20.2542189600891","0.49995987521261","240.01926144367","237.738793061771","mt"
"2384","cds-hnc-w","1","120","77","ll","-18.2598057068056","0.654194687279939","183.431633324546","237.738793061771","mt"
"2385","cds-hnc-w","1","120","77","ll","-20.2542189600891","0.49995987521261","240.01926144367","237.738793061771","mt"
"2386","mmds-MS","1","120","78","11.2502308694282","-16.5004617388565","0.377744627419642","317.674935100242","237.738793061771","2"
"2387","cds-hnc","1","120","78","ll","-14.8524361668042","0.677611851945896","177.092534103995","237.738793061771","mt"
"2388","cds-hnc","1","120","78","ll","-14.1964502305115","0.55456718816726","216.384962111764","237.738793061771","mt"
"2389","cds-hnc-w","1","120","78","ll","-14.8524361668042","0.677611851945896","177.092534103995","237.738793061771","mt"
"2390","cds-hnc-w","1","120","78","ll","-14.1964502305115","0.55456718816726","216.384962111764","237.738793061771","mt"
"2391","mmds-MS","1","120","79","29.0499201743807","-52.0998403487614","0.251373238551102","477.37778568503","237.738793061771","2"
"2392","cds-hnc","1","120","79","ll","-46.7555685393442","0.52705464436727","227.680376754976","237.738793061771","mt"
"2393","cds-hnc","1","120","79","ll","-50.0498169708751","0.315689139055431","380.120774376496","237.738793061771","mt"
"2394","cds-hnc-w","1","120","79","ll","-46.7555685393442","0.52705464436727","227.680376754976","237.738793061771","mt"
"2395","cds-hnc-w","1","120","79","ll","-50.0498169708751","0.315689139055431","380.120774376496","237.738793061771","mt"
